[2019-01-08 15:44:35] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response0 
[2019-01-08 22:43:29] - (/opt/lampp/htdocs/pump_master/sync_check.php, 70) - Invalid argument supplied for foreach() 
[2019-01-08 23:02:47] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response0 
[2019-01-08 23:03:23] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response0 
[2019-01-08 23:03:40] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response0 
[2019-01-08 23:03:44] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response0 
[2019-01-08 23:03:47] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response0 
[2019-01-08 23:03:51] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response0 
[2019-01-08 23:04:44] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response0 
[2019-01-08 23:06:39] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response0 
[2019-01-08 23:07:22] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response0 
[2019-01-08 23:07:32] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response0 
[2019-01-08 23:07:41] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response0 
[2019-01-08 23:07:47] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response0 
[2019-01-08 23:07:51] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response0 
[2019-01-08 23:08:59] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response0 
[2019-01-08 23:09:03] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response0 
[2019-01-08 23:09:58] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response0 
[2019-01-08 23:11:30] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response0 
[2019-01-08 23:14:33] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response0 
[2019-01-08 23:27:30] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response0 
[2019-01-08 23:27:37] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response0 
[2019-01-08 23:40:33] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response0 
[2019-01-08 23:41:38] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response0 
[2019-01-08 23:41:41] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response0 
[2019-01-08 23:41:49] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response0 
[2019-01-08 23:41:52] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response0 
[2019-01-08 23:41:59] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response0 
[2019-01-08 23:42:28] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response0 
[2019-01-08 23:42:39] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response0 
[2019-01-08 23:43:44] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response0 
[2019-01-08 23:44:06] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response0 
[2019-01-08 23:44:09] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response0 
[2019-01-08 23:44:52] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response0 
[2019-01-08 23:44:55] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response0 
[2019-01-08 23:45:03] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response0 
[2019-01-08 23:45:13] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response0 
[2019-01-08 23:45:17] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response0 
[2019-01-08 23:45:20] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response0 
[2019-01-08 23:45:36] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response0 
[2019-01-08 23:46:43] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response0 
[2019-01-08 23:47:26] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response0 
[2019-01-08 23:47:29] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response0 
[2019-01-08 23:48:12] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response0 
[2019-01-08 23:48:17] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response500 
[2019-01-08 23:48:21] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response500 
[2019-01-08 23:48:31] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response500 
[2019-01-08 23:48:35] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response500 
[2019-01-08 23:48:38] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response500 
[2019-01-08 23:48:41] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response500 
[2019-01-08 23:48:45] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response500 
[2019-01-08 23:48:48] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response500 
[2019-01-09 00:04:12] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response0 
[2019-01-09 00:04:16] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response0 
[2019-01-09 00:04:33] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response0 
[2019-01-09 00:04:53] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response0 
[2019-01-09 00:04:57] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response0 
[2019-01-09 00:05:08] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response0 
[2019-01-09 00:05:18] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response0 
[2019-01-09 00:05:25] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response0 
[2019-01-09 00:05:28] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response0 
[2019-01-09 00:05:50] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response0 
[2019-01-09 00:06:00] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response0 
[2019-01-09 00:06:09] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response0 
[2019-01-09 00:06:12] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response0 
[2019-01-09 00:06:16] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response0 
[2019-01-09 00:06:19] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response0 
[2019-01-09 00:06:35] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response0 
[2019-01-09 00:07:18] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response0 
[2019-01-09 00:08:01] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response0 
[2019-01-09 00:08:08] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response500 
[2019-01-09 00:08:15] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response500 
[2019-01-09 00:08:18] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response500 
[2019-01-09 00:08:22] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response500 
[2019-01-09 00:08:26] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response500 
[2019-01-09 00:08:29] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response500 
[2019-01-09 00:08:32] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response500 
[2019-01-09 00:08:36] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response500 
[2019-01-09 00:08:39] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response500 
[2019-01-09 00:08:42] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response500 
[2019-01-09 00:10:05] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response0 
[2019-01-09 00:10:22] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response0 
[2019-01-09 00:10:28] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response0 
[2019-01-09 00:10:32] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response0 
[2019-01-09 00:10:39] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response0 
[2019-01-09 00:10:47] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response0 
[2019-01-09 00:10:55] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response0 
[2019-01-09 00:10:59] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response0 
[2019-01-09 00:11:18] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response0 
[2019-01-09 00:12:01] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response0 
[2019-01-09 00:12:05] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response500 
[2019-01-09 00:12:09] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response500 
[2019-01-09 00:12:13] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response500 
[2019-01-09 00:12:16] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response500 
[2019-01-09 00:12:20] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response500 
[2019-01-09 00:14:14] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response0 
[2019-01-09 00:14:20] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response0 
[2019-01-09 00:15:03] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response0 
[2019-01-09 00:15:46] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response0 
[2019-01-09 00:15:52] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response500 
[2019-01-09 00:15:55] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response0 
[2019-01-09 00:16:00] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response500 
[2019-01-09 00:16:11] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response500 
[2019-01-09 00:16:14] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response500 
[2019-01-09 00:16:18] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response500 
[2019-01-09 00:16:21] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response500 
[2019-01-09 00:19:10] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response0 
[2019-01-09 00:19:51] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response0 
[2019-01-09 00:20:41] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response0 
[2019-01-09 00:21:18] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response500 
[2019-01-09 00:21:22] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response500 
[2019-01-09 00:21:25] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response500 
[2019-01-09 00:21:29] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response500 
[2019-01-09 00:21:32] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response500 
[2019-01-09 00:21:35] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response500 
[2019-01-09 00:21:39] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response500 
[2019-01-09 00:21:42] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response500 
[2019-01-09 00:24:20] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response0 
[2019-01-09 00:38:33] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response0 
[2019-01-09 00:38:50] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response0 
[2019-01-09 00:39:10] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response0 
[2019-01-09 00:39:20] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response0 
[2019-01-09 00:39:34] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response0 
[2019-01-09 00:39:41] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response0 
[2019-01-09 00:39:45] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response0 
[2019-01-09 00:39:48] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response0 
[2019-01-09 00:39:51] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response0 
[2019-01-09 00:39:55] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response0 
[2019-01-09 00:40:07] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response0 
[2019-01-09 00:40:11] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response0 
[2019-01-09 00:40:14] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response0 
[2019-01-09 00:40:57] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response0 
[2019-01-09 00:41:40] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response0 
[2019-01-09 00:42:01] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response500 
[2019-01-09 00:42:13] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response500 
[2019-01-09 00:42:16] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response500 
[2019-01-09 00:42:20] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response500 
[2019-01-09 00:42:23] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response500 
[2019-01-09 00:42:26] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response500 
[2019-01-09 00:42:30] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response500 
[2019-01-09 00:46:22] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response0 
[2019-01-09 00:46:26] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response0 
[2019-01-09 00:46:44] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response0 
[2019-01-09 00:46:54] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response0 
[2019-01-09 00:47:08] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response0 
[2019-01-09 00:47:11] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response0 
[2019-01-09 00:47:15] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response0 
[2019-01-09 00:47:18] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response0 
[2019-01-09 00:47:25] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response0 
[2019-01-09 00:47:29] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response0 
[2019-01-09 00:47:32] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response0 
[2019-01-09 00:47:35] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response0 
[2019-01-09 00:47:39] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response0 
[2019-01-09 00:47:42] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response0 
[2019-01-09 00:48:25] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response0 
[2019-01-09 00:49:08] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response0 
[2019-01-09 00:49:51] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response0 
[2019-01-09 00:50:03] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response500 
[2019-01-09 00:50:20] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response500 
[2019-01-09 00:50:23] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response500 
[2019-01-09 00:50:27] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response500 
[2019-01-09 00:50:30] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response500 
[2019-01-09 00:50:33] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response500 
[2019-01-09 00:50:37] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response500 
[2019-01-09 00:50:41] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response500 
[2019-01-09 00:51:27] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response0 
[2019-01-09 00:51:34] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response0 
[2019-01-09 00:51:44] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response0 
[2019-01-09 00:52:33] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response0 
[2019-01-09 00:52:36] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response0 
[2019-01-09 00:53:19] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response0 
[2019-01-09 00:54:02] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response0 
[2019-01-09 00:54:38] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response500 
[2019-01-09 00:54:44] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response500 
[2019-01-09 00:55:27] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response0 
[2019-01-09 00:55:36] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response0 
[2019-01-09 00:56:01] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response0 
[2019-01-09 00:56:22] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response0 
[2019-01-09 00:56:57] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response0 
[2019-01-09 00:57:00] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response0 
[2019-01-09 00:57:03] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response0 
[2019-01-09 00:57:06] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response0 
[2019-01-09 00:57:10] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response0 
[2019-01-09 00:57:13] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response0 
[2019-01-09 00:57:16] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response0 
[2019-01-09 00:57:19] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response0 
[2019-01-09 00:57:23] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response0 
[2019-01-09 00:57:26] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response0 
[2019-01-09 00:57:29] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response0 
[2019-01-09 00:57:32] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response0 
[2019-01-09 01:03:03] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response0 
[2019-01-09 01:21:42] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response0 
[2019-01-09 02:08:24] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response0 
[2019-01-09 02:09:56] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response0 
[2019-01-09 02:11:15] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response503 
[2019-01-09 02:11:15] - (/opt/lampp/htdocs/pump_master/sync_check.php, 70) - Invalid argument supplied for foreach() 
[2019-01-09 02:11:31] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response0 
[2019-01-09 02:11:34] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response0 
[2019-01-09 02:11:37] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response0 
[2019-01-09 02:11:41] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response0 
[2019-01-09 02:11:44] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response0 
[2019-01-09 02:11:47] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response0 
[2019-01-09 02:11:50] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response0 
[2019-01-09 02:11:54] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response0 
[2019-01-09 02:11:57] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response0 
[2019-01-09 02:12:00] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response0 
[2019-01-09 02:12:03] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response0 
[2019-01-09 02:12:06] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response0 
[2019-01-09 02:12:10] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response0 
[2019-01-09 02:12:13] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response0 
[2019-01-09 02:12:16] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response0 
[2019-01-09 03:34:54] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response0 
[2019-01-09 03:35:04] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response500 
[2019-01-09 03:35:08] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response500 
[2019-01-09 03:35:11] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response500 
[2019-01-09 03:43:37] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response0 
[2019-01-09 03:57:30] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response0 
[2019-01-09 04:49:05] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response0 
[2019-01-09 05:09:27] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response0 
[2019-01-09 05:09:30] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response0 
[2019-01-09 05:09:33] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response0 
[2019-01-09 05:09:36] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response0 
[2019-01-09 05:09:39] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response0 
[2019-01-09 05:09:42] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response0 
[2019-01-09 05:09:45] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response0 
[2019-01-09 05:09:48] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response0 
[2019-01-09 05:09:51] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response0 
[2019-01-09 05:09:54] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response0 
[2019-01-09 05:09:57] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response0 
[2019-01-09 05:10:00] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response0 
[2019-01-09 05:10:03] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response0 
[2019-01-09 05:10:06] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response0 
[2019-01-09 05:10:09] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response0 
[2019-01-09 05:10:12] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response0 
[2019-01-09 05:11:33] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response0 
[2019-01-09 05:11:37] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response0 
[2019-01-09 05:11:40] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response0 
[2019-01-09 05:11:43] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response0 
[2019-01-09 05:11:46] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response0 
[2019-01-09 05:11:49] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response0 
[2019-01-09 05:11:52] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response0 
[2019-01-09 05:11:55] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response0 
[2019-01-09 05:11:58] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response0 
[2019-01-09 05:12:01] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response0 
[2019-01-09 05:12:04] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response0 
[2019-01-09 05:12:07] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response0 
[2019-01-09 05:12:10] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response0 
[2019-01-09 05:12:13] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response0 
[2019-01-09 05:12:16] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response0 
[2019-01-09 05:12:19] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response0 
[2019-01-09 06:45:29] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response503 
[2019-01-09 06:45:29] - (/opt/lampp/htdocs/pump_master/sync_check.php, 70) - Invalid argument supplied for foreach() 
[2019-01-09 08:39:42] - (/opt/lampp/htdocs/pump_master/sync_check.php, 59) - response0 
